NE,SE,SW,NW,Quat.x,Quat.y,Quat.z,Quat.w
-1,-1,-1,-1,0.000000,-0.000000,-0.000000,-1.000000
-1,-1,-1,-1,0.000000,-0.000000,-0.000000,-1.000000
-1,-1,-1,-1,0.000000,-0.000000,-0.000000,-1.000000
-1,-1,-1,-1,0.000000,-0.000000,-0.000000,-1.000000
-1,-1,-1,-1,0.000000,-0.000000,-0.000000,-1.000000
-1,-1,-1,-1,0.000000,-0.000000,-0.000000,-1.000000
-1,-1,-1,-1,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000416667,0.000416667,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000416667,0.000416667,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000416667,0.000416667,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000416667,0.000416667,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000416667,0.000416667,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000416667,0.000416667,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0.000208333,0.000208333,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0,0,0.000000,-0.000000,-0.000000,-1.000000
0,0,0.000208333,0.000208333,0.000000,-0.000000,-0.000000,-1.000000
0,0,0.000208333,0.000208333,0.000000,-0.000000,-0.000000,-1.000000
0,0,0.000208333,0.000208333,0.000000,-0.000000,-0.000000,-1.000000
